filename,dc.creator,dc.title,dc.relation.ispartof,dc.publisher,dc.date.issued,dc.description.tableofcontents,dc.subject,dc.subject.lcsh,dc.subject.nalt,dc.description,dc.language,dc.type,dc.format,dc.coverage.spatial,dc.audience
L2330,"Richardson, Burl|| Marshall, Mary G.",The Committee Chair's Role.,Leaflet / Texas Agricultural Extension Service; no. 2330.,Texas Agricultural Extension Service,1988,,responsibilities|| meetings||,,committees|| extension programs||,4 pg,,article,,Texas,
L2330,"Marshall, Mary G.",The Committee Chair's Role.,Leaflet / Texas Agricultural Extension Service; no. 2330.,Texas Agricultural Extension Service,1993,,responsibilities|| meetings||,,committees|| extension programs||,4 pg,,article,,Texas,
L2331,"Taylor, Gregory S.",Understanding Your Local Economy:  Agricultural Economic Activity in Texas Counties.,Leaflet / Texas Agricultural Extension Service; no. 2331.,Texas Agricultural Extension Service,1988,,,,economics|| economic development|| economic analysis||,2 pg,,article,,Texas,
L2332,"Taylor, Gregory S.",Understanding Your Local Economy:  Commuting Dollar Flows in Texas Counties.,Leaflet / Texas Agricultural Extension Service; no. 2332.,Texas Agricultural Extension Service,1988,,,,economics|| economic development|| economic analysis||,2 pg,,article,,Texas,
L2334,"Fambrough, Judon|| Stribling, James C.",The Texas Deer Lease.,Leaflet / Texas Agricultural Extension Service; no. 2334.,Texas Agricultural Extension Service,1988,,,,deer|| leasing|| sport hunting||,4 pg,,article,,Texas,
L2334,"Fambrough, Judon",The Texas Deer Lease.,Leaflet / Texas Agricultural Extension Service; no. 2334.,Texas Agricultural Extension Service,1992,,,,deer|| leasing|| sport hunting||,6 pg,,article,,Texas,
L2337,"August, John R.|| Lawhorn, Bruce",Cat Scratch Disease.,Leaflet / Texas Agricultural Extension Service; no. 2337.,Texas Agricultural Extension Service,1988,,,,cat scratch disease|| ,4 pg,,article,,Texas,
L2338,"Thigpen, Jack",Understanding Your Local Economy:  Distribution of Shooting Preserve Acreage.,Leaflet / Texas Agricultural Extension Service; no. 2338.,Texas Agricultural Extension Service,1989,,acreage||,,economic analysis|| sport hunting|| ,2 pg,,article,,Texas,
L2340,"Horne, C. Wendell",Effects of Petroleum Product Spills on Plants and Soil.,Leaflet / Texas Agricultural Extension Service; no. 2340.,Texas Agricultural Extension Service,1989,,,,oil spills|| environmental degradation|| ,2 pg,,article,,Texas,
L2341,"Beard, Ann Vanderpoorten",Wool Facts.,Leaflet / Texas Agricultural Extension Service; no. 2341.,Texas Agricultural Extension Service,1989,,,,woolen fabric|| wool|| ,4 pg,,article,,Texas,
L2342,"Denton, James H.",Microbiological Control in Poultry Meat Processing.,Leaflet / Texas Agricultural Extension Service; no. 2342.,Texas Agricultural Extension Service,1989,,,,food microbiology|| poultry meat||,4 pg,,article,,Texas,
L2346,"Parsons, Jerry M.|| George, Steve|| Grant, Greg",Texas Bluebonnets Texas Pride.,Leaflet / Texas Agricultural Extension Service; no. 2346.,Texas Agricultural Extension Service,1989,,bluebonnets||,,flowers|| planting|| pest control||,10 pg,,article,,Texas,
L2349,"Taylor, Gregory S.",Understanding Your Local Economy:  Local Agricultural Structure and Community Economies.,Leaflet / Texas Agricultural Extension Service; no. 2349.,Texas Agricultural Extension Service,1989,,,,economic analysis|| community development|| economic development||,2 pg,,article,,Texas,
L2350,"Lacy, Barbara G.|| Albers-Diamond, Rachel",Starting a Home-Based Business in Texas.,Leaflet / Texas Agricultural Extension Service; no. 2350.,Texas Agricultural Extension Service,1989,,,,hospitality industry|| business planning||,4 pg,,article,,Texas,
L2351,"Holsinger, Ann Marie|| Albers-Diamond, Rachel",Starting a home-Based Business in Texas Housecleaning.,Leaflet / Texas Agricultural Extension Service; no. 2351.,Texas Agricultural Extension Service,1989,,,,hospitality industry|| business planning||,4 pg,,article,,Texas,
L2352,"Bettis, Connie|| Albers-Diamond, Rachel",Starting a Home-Based Business in Texas Family Day Home Child Care.,Leaflet / Texas Agricultural Extension Service; no. 2352.,Texas Agricultural Extension Service,1989,,,,hospitality industry|| business planning|| family day care||,4 pg,,article,,Texas,
L2353,Anonymous,Family Community Leadership.,Leaflet / Texas Agricultural Extension Service; no. 2353.,Texas Agricultural Extension Service,1989,,,,leadership development|| personal development|| community development|| ,8 pg,,article,,Texas,
L2354,"Walterscheidt, Michael J.",Trees Need Our Help.,Leaflet / Texas Agricultural Extension Service; no. 2354.,Texas Agricultural Extension Service,1989,,,,trees|| fertilizer application|| pruning|| ,4 pg,,article,,Texas,
L2355,"Mancl, Karen|| Sweeten, John M.",Why do Septic Systems Fail?,Leaflet / Texas Agricultural Extension Service; no. 2355.,Texas Agricultural Extension Service,1989,,,,septic systems|| ,2 pg,,article,,Texas,
L2356,"Mancl, Karen|| Sweeten, John M.",Septic Tank Maintenance.,Leaflet / Texas Agricultural Extension Service; no. 2356.,Texas Agricultural Extension Service,1989,,,,septic systems|| ,2 pg,,article,,Texas,
L2357,"Mancl, Karen|| Sweeten, John M.",Septic Tank-Soil Absorption Systems.,Leaflet / Texas Agricultural Extension Service; no. 2357.,Texas Agricultural Extension Service,1989,,soil absorption||,,septic systems|| ,2 pg,,article,,Texas,
L2358,"Hanselka, C. Wayne|| Payne, Jack M.",Landscaping with Native Plants to Promote Wildlife Habitat.,Leaflet / Texas Agricultural Extension Service; no. 2358.,Texas Agricultural Extension Service,1989,,,,landscaping|| wildlife management|| wild plants||,6 pg,,article,,Texas,
L2362,"Taylor, Gregory S.",Understanding Your Local Economy:  Nonemployment Income in Texas Counties.,Leaflet / Texas Agricultural Extension Service; no. 2362.,Texas Agricultural Extension Service,1989,,,,economic analysis|| income|| retirement income||,2 pg,,article,,Texas,
L2371,"Landers, Jr., R. Q.",Key Browse Plants of the Edwards Plateau Region.,Leaflet / Texas Agricultural Extension Service; no. 2371.,Texas Agricultural Extension Service,1989,,,,plants|| varieties||,4 pg,,article,,Texas,
L2373,"McWilliams, Denise A.",Pesticide Waste Minimization and Disposal.,Leaflet / Texas Agricultural Extension Service; no. 2373.,Texas Agricultural Extension Service,1989,,,,pesticides|| waste management|| waste disposal|| ,6 pg,,article,,Texas,
L2375,"Black, Mark C.",Spotted Wilt Disease of Peanut.,Leaflet / Texas Agricultural Extension Service; no. 2375.,Texas Agricultural Extension Service,1989,,,,peanuts|| Tomato spotted wilt virus|| ,4 pg,,article,,Texas,
L2379,"Stein, Larry|| Longbrake, Tom|| Braverman, Michael|| Baker, Marty|| Roberts, Roland|| Parsons, Jerry|| Cotner, Sam",Watermelons.,Leaflet / Texas Agricultural Extension Service; no. 2379.,Texas Agricultural Extension Service,1989,,,,watermelons|| crop production|| weed control|| insect control|| fertilizer application|| harvesting||,6 pg,,article,,Texas,
L2387,"Marshall, Mary G.",Integrated Major Program Area Curriculum.,Leaflet / Texas Agricultural Extension Service; no. 2387.,Texas Agricultural Extension Service,1990,,,,extension programs|| social impact|| economic impact||,4 pg,,article,,Texas,
L2389,"Marshall, Mary G.",A Guide for Developing Goals/Objectives.,Leaflet / Texas Agricultural Extension Service; no. 2389.,Texas Agricultural Extension Service,1990,,,,objectives|| extension programs|| ,6 pg,,article,,Texas,
L2391,"McWilliams, Denise A.|| Duble, Richard L.",Protecting the Lawn.,Leaflet / Texas Agricultural Extension Service; no. 2391.,Texas Agricultural Extension Service,1990,,,,turf management|| fertilizer application|| pesticides||,6 pg,,article,,Texas,
L2392,"McWilliams, Denise A.|| Finch, Calvin",Protecting the Garden.,Leaflet / Texas Agricultural Extension Service; no. 2392.,Texas Agricultural Extension Service,1990,,,,gardening|| fertilizer application|| pesticides|| ,6 pg,,article,,Texas,
L2394,"Taylor, Gregory S.",Understanding Your Local Economy:  Agricultural Program Payments.,Leaflet / Texas Agricultural Extension Service; no. 2394.,Texas Agricultural Extension Service,1990,,,,government payments|| economic analysis||,2 pg,,article,,Texas,
L2395,"Wellborn, Thomas L.",Site Selection of Levee-type Fish Production Ponds.,Leaflet / Texas Agricultural Extension Service; no. 2395.,Texas Agricultural Extension Service,1990,,,,ponding (water management)|| fish ponds|| fish production||,2 pg,,article,,Texas,
L2396,"Wellborn, Thomas L.",Construction of Levee-type Ponds for Fish Production.,Leaflet / Texas Agricultural Extension Service; no. 2396.,Texas Agricultural Extension Service,1990,,,,ponding (water management)|| fish ponds|| fish production||,4 pg,,article,,Texas,
L2397,"Gray, D. Leroy",Baitfish.,Leaflet / Texas Agricultural Extension Service; no. 2397.,Texas Agricultural Extension Service,1990,,,,baitfish|| ,2 pg,,article,,Texas,
L2398,"Higginbotham, Billy","Forage Species Range, Description and Life History.",Leaflet / Texas Agricultural Extension Service; no. 2398.,Texas Agricultural Extension Service,1990,,,,forage|| fish|| aquaculture||,4 pg,,article,,Texas,
L2399,"Higginbotham, Billy",Forage Species Production Techniques.,Leaflet / Texas Agricultural Extension Service; no. 2399.,Texas Agricultural Extension Service,1990,,,,forage|| fish|| aquaculture|| fish production||,4 pg,,article,,Texas,
L2400,"Higginbotham, Billy",Forage Species Return on Investment.,Leaflet / Texas Agricultural Extension Service; no. 2400.,Texas Agricultural Extension Service,1990,,,,fish|| aquaculture|| costs and returns|| fish production||,2 pg,,article,,Texas,
L2401,"Masser, Michael P.",What is Cage Culture?,Leaflet / Texas Agricultural Extension Service; no. 2401.,Texas Agricultural Extension Service,1990,,,,cage culture|| aquaculture|| ,2 pg,,article,,Texas,
L2402,"Wellborn, Thomas L.",Channel Catfish Life History and Biology.,Leaflet / Texas Agricultural Extension Service; no. 2402.,Texas Agricultural Extension Service,1990,,,,aquaculture|| Ictalurus punctatus|| ,4 pg,,article,,Texas,
L2403,"Lock, Joe T.",Largemouth Bass Biology and Life History.,Leaflet / Texas Agricultural Extension Service; no. 2403.,Texas Agricultural Extension Service,1990,,,,bass|| aquaculture|| life history||,2 pg,,article,,Texas,
L2404,"Lock, Joe T.",Largemouth Bass.,Leaflet / Texas Agricultural Extension Service; no. 2404.,Texas Agricultural Extension Service,1990,,,,bass|| aquaculture|| fertilization|| fish feeding|| spawning|| fingerlings||,4 pg,,article,,Texas,
L2405,"Jensen, John W.",Watershed Fish Production Ponds Site Selection and Construction.,Leaflet / Texas Agricultural Extension Service; no. 2405.,Texas Agricultural Extension Service,1990,,,,watersheds|| fish production|| dams (hydrology)|| ,4 pg,,article,,Texas,
L2406,"Wellborn, Thomas L.",Feeding Intensively Cultured Catfish in Levee-type Ponds.,Leaflet / Texas Agricultural Extension Service; no. 2406.,Texas Agricultural Extension Service,1990,,,,fish feeding|| aquaculture|| feeding methods|| catfish|| fish culture||,4 pg,,article,,Texas,
L2407,"Hinshaw, Jeffrey M.",Trout Production Handling Eggs and Fry.,Leaflet / Texas Agricultural Extension Service; no. 2407.,Texas Agricultural Extension Service,1990,,,,trout|| fish production|| fish fry|| fish eggs|| ,4 pg,,article,,Texas,
L2408,"Rakocy, James E.|| McGinty, Andrew S.",Pond Culture of Tilapia.,Leaflet / Texas Agricultural Extension Service; no. 2408.,Texas Agricultural Extension Service,1990,,,,fish ponds|| fish culture|| tilapia (common name)|| fertilizing||,4 pg,,article,,Texas,
L2409,"Rakocy, James E.",Tank Culture of Tilapia.,Leaflet / Texas Agricultural Extension Service; no. 2409.,Texas Agricultural Extension Service,1990,,,,aquaculture tanks|| fish culture|| tilapia (common name)|| ,4 pg,,article,,Texas,
L2410,"Hodson, Ronald G.|| Hayes, Maureen",Hybrid Striped Bass Pond Production of Fingerlings.,Leaflet / Texas Agricultural Extension Service; no. 2410.,Texas Agricultural Extension Service,1990,,,,fish ponds|| fish production|| fingerlings|| Morone saxatilis|| bass||,2 pg,,article,,Texas,
L2411,"Hodson, Ronald G.|| Hayes, Maureen",Hybrid Striped Bass Pond Production of Foodfish.,Leaflet / Texas Agricultural Extension Service; no. 2411.,Texas Agricultural Extension Service,1990,,,,fish ponds|| fish production|| fish|| Morone saxatilis|| bass||,2 pg,,article,,Texas,
L2412,"Gilbert, Ronnie J.",Small-Scale Marketing of Aquaculture Products.,Leaflet / Texas Agricultural Extension Service; no. 2412.,Texas Agricultural Extension Service,1990,,,,aquaculture|| fish production|| marketing||,4 pg,,article,,Texas,
L2413,"Jensen, Gary L.|| Bankston, Joseph D.|| Jensen, John W.",Pond Aeration.,Leaflet / Texas Agricultural Extension Service; no. 2413.,Texas Agricultural Extension Service,1990,,,,ponding (water management)|| oxygen requirement|| aeration||,4 pg,,article,,Texas,
L2414,"Jensen, Gary L.|| Bankston, Joseph D.|| Jensen, John W.",Pond Aeration.,Leaflet / Texas Agricultural Extension Service; no. 2414.,Texas Agricultural Extension Service,1990,,,,ponding (water management)|| oxygen requirement|| aeration|| aeration equipment||,4 pg,,article,,Texas,
L2415,"Kruppenbach, Rebecca C.|| Davis, James T.",Computer Software for Aquaculture Descriptions and Evaluations.,Leaflet / Texas Agricultural Extension Service; no. 2415.,Texas Agricultural Extension Service,1990,,,,computer software|| aquaculture|| finance|| ,8 pg,,article,,Texas,
L2416,"Hodson, Ronald G.",Hybrid Striped Bass Biology and Life History.,Leaflet / Texas Agricultural Extension Service; no. 2416.,Texas Agricultural Extension Service,1990,,,,bass|| aquaculture|| Morone saxatilis|| life history|| spawning||,4 pg,,article,,Texas,
L2420,"Richardson, Burl|| Marshall, Mary G.",Using Teleconference for Training Program Committees.,Leaflet / Texas Agricultural Extension Service; no. 2420.,Texas Agricultural Extension Service,1990,,teleconference||,,communications technology|| training (people)||,2 pg,,article,,Texas,
L2421,Anonymous,Safety Smarts from the Start!,Leaflet / Texas Agricultural Extension Service; no. 2421.,Texas Agricultural Extension Service,1990,,,,seats|| safety equipment||,1 pg,,article,,Texas,
L2422,"New, L. Leon|| Fipps, G.",Chemigation Equipment and Safety.,Leaflet / Texas Agricultural Extension Service; no. 2422.,Texas Agricultural Extension Service,1990,,,,chemigation|| pesticides|| equipment||,6 pg,,article,,Texas,
L2423,"Lawhorn, Bruce",Internal Parasite Control in Farrowing Operations.,Leaflet / Texas Agricultural Extension Service; no. 2423.,Texas Agricultural Extension Service,1990,,,,parasites|| farrowing|| control methods|| ,2 pg,,article,,Texas,
L2424,"Richardson, Burl|| Marshall, Mary G.",Preparing a Presentation for Educational Programs.,Leaflet / Texas Agricultural Extension Service; no. 2424.,Texas Agricultural Extension Service,1990,,,,public speaking|| education programs||,4 pg,,article,,Texas,
L2429,"Wolf, Alice M.|| Lawhorn, Bruce",Feline Immunodeficiency Virus.,Leaflet / Texas Agricultural Extension Service; no. 2429.,Texas Agricultural Extension Service,1990,,,,Feline immunodeficiency virus|| ,4 pg,,article,,Texas,
L2430,"McWilliams, Denise A.",Avoid Back-Siphonage of Agricultural Chemicals into Water Supplies.,Leaflet / Texas Agricultural Extension Service; no. 2430.,Texas Agricultural Extension Service,1990,,,,backflow prevention|| chemical control|| ,4 pg,,article,,Texas,
L2431,"Allen, Charles T.|| Neeb, Charles|| Multer, Warren","Organizing an Area Wide, Producer Operated, Boll Weevil Diapause Control Program.",Leaflet / Texas Agricultural Extension Service; no. 2431.,Texas Agricultural Extension Service,1990,,,,Anthonomus grandis grandis|| diapause|| control methods|| pest control programs||,6 pg,,article,,Texas,
L2432,"Stebbins, Don",Developing Your Local Economy:  Basic Retail Marketing.,Leaflet / Texas Agricultural Extension Service; no. 2432.,Texas Agricultural Extension Service,1990,,,,economic development|| marketing|| retail marketing|| ,4 pg,,article,,Texas,
L2433,"Harris, Janie",Texas-Child Passenger Protection Laws.,Leaflet / Texas Agricultural Extension Service; no. 2433.,Texas Agricultural Extension Service,1990,,safety belts||,,laws and regulations|| children||,2 pg,,article,,Texas,
